ID,Actin,CD107a,CD11c,CD20,CD21,CD31,CD3e,CD4,CD45,CD45RO,CD68,CD8,DAPI_2,E_CAD,Histone_H3,Ki67,Pan_CK,Podoplanin
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0
2,0.0,0.5346534653465347,1.9207920792079207,0.09900990099009901,1.306930693069307,0.0,2.198019801980198,1.99009900990099,1.4851485148514851,2.207920792079208,2.297029702970297,1.5247524752475248,1.2772277227722773,1.5940594059405941,1.693069306930693,2.3267326732673266,0.0,2.742574257425743
3,0.0,1.6020408163265305,1.7448979591836735,0.0,1.316326530612245,0.0,1.683673469387755,2.0510204081632653,1.9081632653061225,1.9387755102040816,2.0510204081632653,2.0306122448979593,0.1326530612244898,1.8265306122448979,1.3775510204081634,1.489795918367347,0.0,2.0510204081632653
4,0.0,0.17333333333333334,0.03333333333333333,0.0,0.04666666666666667,0.0,0.08,0.006666666666666667,0.10666666666666667,0.38,0.10666666666666667,0.41333333333333333,1.0933333333333333,0.05333333333333334,0.3,0.25333333333333335,0.0,0.3
5,0.0,0.029411764705882353,0.014705882352941176,0.0,0.0,0.0,0.014705882352941176,0.00980392156862745,0.0,0.09313725490196079,0.014705882352941176,0.058823529411764705,1.6372549019607843,0.00980392156862745,0.029411764705882353,0.06862745098039216,0.0,0.058823529411764705
6,0.0,0.44660194174757284,0.1407766990291262,1.9951456310679612,0.6456310679611651,0.0,0.10679611650485436,0.13106796116504854,0.3300970873786408,0.16990291262135923,0.10679611650485436,0.21359223300970873,0.8398058252427184,0.46601941747572817,0.21844660194174756,0.15048543689320387,0.0,0.19902912621359223
7,0.0,1.111587982832618,0.6008583690987125,0.5579399141630901,0.27467811158798283,0.0,2.3733905579399144,0.4721030042918455,0.9484978540772532,1.0643776824034334,0.7253218884120172,0.8927038626609443,2.7982832618025753,0.6051502145922747,0.6223175965665236,1.090128755364807,0.0,1.3390557939914163
8,0.0,0.36585365853658536,0.04390243902439024,12.482926829268292,0.7317073170731707,0.0,0.07317073170731707,0.05365853658536585,0.16097560975609757,0.07804878048780488,0.07317073170731707,0.04878048780487805,0.9804878048780488,0.36585365853658536,0.14146341463414633,0.05853658536585366,0.0,0.08780487804878048
9,0.0,0.06787330316742081,0.00904977375565611,0.0,0.0,0.0,0.00904977375565611,0.01809954751131222,0.01809954751131222,0.00904977375565611,0.013574660633484163,0.0,1.7013574660633484,0.00904977375565611,0.4072398190045249,0.0,0.0,0.0
10,0.0,0.32075471698113206,0.04716981132075472,7.415094339622642,0.7452830188679245,0.0,0.02830188679245283,0.0330188679245283,0.14622641509433962,0.16981132075471697,0.07547169811320754,0.12735849056603774,0.7783018867924528,0.6745283018867925,0.2028301886792453,0.1509433962264151,0.0,0.18867924528301888
11,0.0,0.102803738317757,0.056074766355140186,0.0,0.037383177570093455,0.0,0.02336448598130841,0.07009345794392523,0.07009345794392523,0.07009345794392523,0.04672897196261682,0.03271028037383177,1.5654205607476634,0.09345794392523364,0.35514018691588783,0.0,0.0,0.018691588785046728
12,0.0,1.2702702702702702,1.4517374517374517,0.0,0.3281853281853282,0.0,0.25096525096525096,0.49034749034749037,0.9034749034749034,0.4980694980694981,0.5405405405405406,0.37065637065637064,2.7104247104247103,0.3783783783783784,0.305019305019305,0.5173745173745173,0.0,0.5714285714285714
13,0.0,0.05785123966942149,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.0,0.0,1.7107438016528926,0.008264462809917356,0.0,0.0,0.0,0.0
14,0.0,0.40789473684210525,0.15350877192982457,0.0,0.06140350877192982,0.0,0.10087719298245613,0.18859649122807018,0.07894736842105263,0.13596491228070176,0.2324561403508772,0.13157894736842105,1.8728070175438596,0.44298245614035087,0.14035087719298245,0.08771929824561403,0.0,0.17105263157894737
15,0.0,0.0,0.050505050505050504,0.0,0.010101010101010102,0.0,0.050505050505050504,0.04040404040404041,0.050505050505050504,0.5555555555555556,0.050505050505050504,0.1717171717171717,2.2323232323232323,0.0,0.36363636363636365,0.10101010101010101,0.0,0.1111111111111111
16,0.0,0.583732057416268,0.7607655502392344,0.009569377990430622,0.6076555023923444,0.0,0.8325358851674641,0.6985645933014354,1.0334928229665072,1.1100478468899522,0.7416267942583732,1.2583732057416268,2.6555023923444976,0.7655502392344498,0.722488038277512,1.0478468899521531,0.0,1.1100478468899522
17,0.0,1.5491071428571428,0.44642857142857145,0.0,0.33035714285714285,0.0,0.39732142857142855,0.38839285714285715,0.33482142857142855,0.6785714285714286,0.4642857142857143,1.125,2.263392857142857,0.45982142857142855,0.35267857142857145,0.6205357142857143,0.0,0.7633928571428571
18,0.0,2.4857142857142858,6.371428571428571,0.0,3.4571428571428573,0.0,6.161904761904762,6.942857142857143,5.514285714285714,5.4,6.295238095238095,4.933333333333334,1.0952380952380953,4.20952380952381,5.133333333333334,5.933333333333334,0.0,6.276190476190476
19,0.0,0.9700598802395209,2.1167664670658684,0.0,1.6167664670658684,0.0,2.1497005988023954,2.188622754491018,1.598802395209581,2.6766467065868262,1.9880239520958083,2.311377245508982,1.7904191616766467,2.0179640718562872,1.715568862275449,2.874251497005988,0.0,2.7994011976047903
20,0.0,0.8170731707317073,0.4878048780487805,0.0,0.3048780487804878,0.0,1.0121951219512195,0.7439024390243902,0.524390243902439,0.5,0.6707317073170732,0.5487804878048781,1.7926829268292683,0.4634146341463415,0.35365853658536583,0.3048780487804878,0.0,0.6585365853658537
21,0.0,0.40669856459330145,0.1674641148325359,0.0,0.21052631578947367,0.0,0.18181818181818182,0.15311004784688995,0.39712918660287083,0.22966507177033493,0.22488038277511962,0.22488038277511962,2.3157894736842106,0.22009569377990432,0.13875598086124402,0.5311004784688995,0.0,0.2535885167464115
