ID,x,y
1036,410.0,1163.0
1037,416.0,1146.0
1038,412.0,232.0
1039,412.0,383.0
1040,415.0,402.0
1041,416.0,467.0
1042,416.0,990.0
1043,419.0,1263.0
1044,417.0,649.0
1045,415.0,1058.0
1046,417.0,623.0
1047,419.0,775.0
1048,421.0,1287.0
1049,419.0,790.0
1050,424.0,292.0
1051,423.0,1189.0
1052,422.0,113.0
1053,423.0,371.0
1054,429.0,735.0
1055,421.0,826.0
1056,425.0,238.0
1057,425.0,881.0
1058,422.0,318.0
1059,426.0,445.0
1060,423.0,1113.0
1061,423.0,338.0
1062,422.0,584.0
1063,428.0,755.0
1064,428.0,857.0
1065,427.0,918.0
1066,426.0,1052.0
1067,429.0,1164.0
1068,421.0,170.0
1069,428.0,423.0
1070,426.0,1035.0
1071,427.0,213.0
1072,430.0,544.0
1073,432.0,1015.0
1074,429.0,1240.0
1075,432.0,525.0
1076,429.0,638.0
1077,428.0,680.0
1078,430.0,802.0
1079,434.0,939.0
1080,429.0,1070.0
1081,428.0,1088.0
1082,430.0,1218.0
1083,430.0,604.0
1084,429.0,973.0
1085,429.0,92.0
1086,428.0,261.0
1087,430.0,384.0
1088,431.0,486.0
1089,435.0,701.0
1090,429.0,1315.0
1091,430.0,901.0
1092,431.0,152.0
1093,440.0,356.0
1094,436.0,772.0
1095,438.0,995.0
1096,436.0,466.0
1097,431.0,1136.0
1098,437.0,817.0
1099,434.0,1297.0
1100,435.0,717.0
1101,438.0,835.0
1102,438.0,1188.0
1103,435.0,568.0
1104,441.0,397.0
1105,438.0,503.0
1106,444.0,169.0
1107,441.0,190.0
1108,443.0,233.0
1109,439.0,303.0
1110,439.0,1251.0
1111,440.0,623.0
1112,442.0,330.0
1113,443.0,1042.0
1114,445.0,1121.0
1115,439.0,651.0
1116,444.0,1141.0
1117,444.0,268.0
1118,443.0,792.0
1119,448.0,100.0
1120,446.0,856.0
1121,449.0,672.0
1122,443.0,75.0
1123,443.0,881.0
1124,448.0,1080.0
1125,450.0,594.0
1126,451.0,1170.0
1127,449.0,1274.0
1128,451.0,1311.0
1129,450.0,210.0
1130,450.0,899.0
1131,454.0,1022.0
1132,449.0,1059.0
1133,447.0,1212.0
1134,450.0,572.0
1135,453.0,918.0
1136,450.0,969.0
1137,453.0,285.0
1138,453.0,451.0
1139,451.0,1232.0
1140,453.0,254.0
1141,452.0,477.0
1142,453.0,612.0
1143,450.0,783.0
1144,454.0,657.0
1145,458.0,696.0
1146,450.0,1105.0
1147,453.0,45.0
1148,458.0,321.0
1149,455.0,635.0
1150,455.0,1250.0
1151,456.0,413.0
1152,452.0,24.0
1153,454.0,816.0
1154,459.0,1197.0
1155,461.0,877.0
1156,460.0,80.0
1157,459.0,773.0
1158,461.0,798.0
1159,461.0,1128.0
1160,469.0,848.0
1161,463.0,383.0
1162,466.0,740.0
1163,465.0,583.0
1164,462.0,954.0
1165,467.0,1043.0
1166,464.0,1157.0
1167,465.0,116.0
1168,466.0,140.0
1169,466.0,345.0
1170,464.0,564.0
1171,460.0,938.0
1172,468.0,430.0
1173,467.0,654.0
1174,464.0,986.0
1175,471.0,1096.0
1176,471.0,1301.0
1177,469.0,473.0
1178,464.0,822.0
1179,473.0,26.0
1180,474.0,894.0
1181,470.0,241.0
1182,465.0,548.0
1183,469.0,1145.0
1184,466.0,1265.0
1185,468.0,182.0
1186,474.0,265.0
1187,472.0,830.0
1188,470.0,1072.0
1189,475.0,448.0
1190,470.0,493.0
1191,474.0,968.0
1192,471.0,222.0
1193,472.0,309.0
1194,474.0,1236.0
1195,482.0,45.0
1196,469.0,619.0
1197,474.0,920.0
1198,478.0,1217.0
1199,481.0,209.0
1200,477.0,799.0
1201,479.0,1193.0
1202,474.0,1255.0
1203,476.0,294.0
1204,479.0,69.0
1205,481.0,942.0
1206,481.0,1126.0
1207,482.0,1169.0
1208,480.0,1274.0
1209,480.0,89.0
1210,484.0,575.0
1211,479.0,633.0
1212,487.0,193.0
1213,482.0,508.0
1214,479.0,778.0
1215,483.0,1034.0
1216,484.0,159.0
1217,482.0,526.0
1218,483.0,542.0
1219,485.0,1017.0
1220,486.0,479.0
1221,485.0,558.0
1222,485.0,758.0
1223,489.0,1074.0
1224,480.0,662.0
1225,485.0,323.0
1226,484.0,817.0
1227,487.0,1052.0
1228,492.0,239.0
1229,492.0,908.0
1230,497.0,105.0
1231,489.0,344.0
1232,491.0,647.0
1233,489.0,972.0
1234,497.0,1113.0
1235,494.0,799.0
1236,489.0,1145.0
1237,493.0,124.0
1238,486.0,602.0
1239,489.0,673.0
1240,494.0,881.0
1241,492.0,998.0
1242,493.0,784.0
1243,491.0,1253.0
1244,491.0,277.0
1245,490.0,364.0
1246,496.0,628.0
1247,491.0,716.0
1248,490.0,176.0
1249,490.0,388.0
1250,487.0,864.0
1251,496.0,689.0
1252,491.0,1288.0
1253,493.0,1316.0
1254,499.0,86.0
1255,500.0,930.0
1256,499.0,953.0
1257,498.0,1225.0
1258,499.0,598.0
1259,499.0,532.0
1260,501.0,50.0
1261,498.0,457.0
1262,503.0,1033.0
1263,501.0,1193.0
1264,503.0,1266.0
1265,499.0,139.0
1266,500.0,864.0
1267,495.0,405.0
1268,500.0,492.0
1269,504.0,978.0
1270,502.0,16.0
1271,506.0,174.0
1272,503.0,662.0
1273,499.0,750.0
1274,505.0,1162.0
1275,505.0,1285.0
1276,500.0,420.0
1277,503.0,550.0
1278,506.0,775.0
1279,506.0,319.0
1280,506.0,347.0
1281,503.0,849.0
1282,507.0,1062.0
1283,507.0,1236.0
1284,508.0,1302.0
1285,508.0,807.0
1286,513.0,888.0
1287,505.0,297.0
1288,508.0,375.0
1289,511.0,1082.0
1290,510.0,570.0
1291,509.0,66.0
1292,510.0,394.0
1293,513.0,709.0
1294,507.0,1249.0
1295,506.0,272.0
1296,513.0,730.0
1297,511.0,1140.0
1298,511.0,194.0
1299,512.0,510.0
1300,511.0,601.0
1301,513.0,911.0
1302,514.0,754.0
1303,511.0,828.0
1304,515.0,1006.0
1305,512.0,1323.0
1306,518.0,32.0
1307,514.0,416.0
1308,518.0,532.0
1309,514.0,621.0
1310,511.0,1103.0
1311,517.0,245.0
1312,519.0,686.0
1313,516.0,926.0
1314,520.0,949.0
1315,515.0,335.0
1316,519.0,654.0
1317,519.0,1182.0
1318,514.0,262.0
1319,516.0,287.0
1320,522.0,1048.0
1321,523.0,78.0
1322,519.0,96.0
1323,524.0,122.0
1324,520.0,1269.0
1325,519.0,156.0
1326,525.0,355.0
1327,524.0,485.0
1328,527.0,1126.0
1329,516.0,1217.0
1330,520.0,206.0
1331,525.0,268.0
