ID,x,y
1332,523.0,398.0
1333,519.0,441.0
1334,526.0,554.0
1335,525.0,840.0
1336,522.0,1288.0
1337,526.0,967.0
1338,528.0,1027.0
1339,529.0,1096.0
1340,523.0,1239.0
1341,523.0,635.0
1342,522.0,783.0
1343,529.0,859.0
1344,526.0,987.0
1345,529.0,818.0
1346,533.0,306.0
1347,531.0,332.0
1348,532.0,375.0
1349,528.0,414.0
1350,527.0,593.0
1351,527.0,748.0
1352,527.0,935.0
1353,531.0,605.0
1354,529.0,1202.0
1355,533.0,1161.0
1356,533.0,283.0
1357,533.0,768.0
1358,537.0,1221.0
1359,534.0,37.0
1360,532.0,511.0
1361,535.0,730.0
1362,540.0,432.0
1363,533.0,1068.0
1364,532.0,234.0
1365,535.0,464.0
1366,531.0,800.0
1367,535.0,97.0
1368,532.0,881.0
1369,538.0,1004.0
1370,536.0,1247.0
1371,534.0,572.0
1372,538.0,617.0
1373,538.0,1321.0
1374,536.0,531.0
1375,539.0,920.0
1376,535.0,205.0
1377,533.0,176.0
1378,542.0,395.0
1379,544.0,501.0
1380,539.0,658.0
1381,539.0,65.0
1382,536.0,677.0
1383,543.0,636.0
1384,546.0,1048.0
1385,540.0,1281.0
1386,544.0,146.0
1387,545.0,260.0
1388,544.0,411.0
1389,545.0,751.0
1390,541.0,895.0
1391,543.0,1262.0
1392,543.0,1303.0
1393,546.0,791.0
1394,546.0,986.0
1395,544.0,89.0
1396,546.0,166.0
1397,548.0,188.0
1398,549.0,480.0
1399,545.0,583.0
1400,553.0,1094.0
1401,549.0,822.0
1402,546.0,944.0
1403,554.0,1153.0
1404,547.0,233.0
1405,545.0,695.0
1406,553.0,1075.0
1407,552.0,1021.0
1408,551.0,540.0
1409,548.0,960.0
1410,555.0,773.0
1411,555.0,212.0
1412,553.0,349.0
1413,551.0,368.0
1414,556.0,672.0
1415,548.0,872.0
1416,549.0,1133.0
1417,554.0,560.0
1418,550.0,718.0
1419,551.0,115.0
1420,548.0,288.0
1421,552.0,512.0
1422,555.0,525.0
1423,555.0,81.0
1424,554.0,329.0
1425,556.0,593.0
1426,558.0,907.0
1427,561.0,460.0
1428,556.0,975.0
1429,553.0,1118.0
1430,558.0,1238.0
1431,561.0,283.0
1432,569.0,393.0
1433,565.0,884.0
1434,561.0,1105.0
1435,565.0,621.0
1436,559.0,743.0
1437,559.0,861.0
1438,563.0,35.0
1439,562.0,300.0
1440,559.0,1210.0
1441,559.0,1323.0
1442,566.0,239.0
1443,564.0,648.0
1444,564.0,803.0
1445,563.0,1285.0
1446,570.0,63.0
1447,566.0,931.0
1448,561.0,1190.0
1449,568.0,688.0
1450,569.0,374.0
1451,566.0,1262.0
1452,572.0,1303.0
1453,568.0,263.0
1454,570.0,91.0
1455,567.0,136.0
1456,568.0,176.0
1457,566.0,195.0
1458,566.0,504.0
1459,574.0,952.0
1460,569.0,432.0
1461,573.0,547.0
1462,567.0,317.0
1463,569.0,996.0
1464,574.0,113.0
1465,572.0,156.0
1466,568.0,714.0
1467,575.0,766.0
1468,571.0,1059.0
1469,577.0,971.0
1470,576.0,1020.0
1471,576.0,739.0
1472,575.0,591.0
1473,572.0,1039.0
1474,572.0,1119.0
1475,576.0,357.0
1476,576.0,522.0
1477,575.0,826.0
1478,576.0,852.0
1479,584.0,230.0
1480,578.0,1218.0
1481,582.0,207.0
1482,583.0,916.0
1483,583.0,299.0
1484,582.0,642.0
1485,579.0,1102.0
1486,581.0,1137.0
1487,581.0,1319.0
1488,582.0,40.0
1489,583.0,486.0
1490,583.0,895.0
1491,579.0,1236.0
1492,580.0,1274.0
1493,579.0,334.0
1494,582.0,1199.0
1495,582.0,569.0
1496,581.0,659.0
1497,594.0,1250.0
1498,587.0,667.0
1499,588.0,686.0
1500,585.0,720.0
1501,588.0,1164.0
1502,584.0,1185.0
1503,585.0,870.0
1504,594.0,177.0
1505,597.0,134.0
1506,591.0,1233.0
1507,587.0,97.0
1508,590.0,431.0
1509,589.0,880.0
1510,592.0,1010.0
1511,593.0,621.0
1512,592.0,1065.0
1513,596.0,1272.0
1514,593.0,52.0
1515,593.0,158.0
1516,589.0,254.0
1517,590.0,814.0
1518,595.0,991.0
1519,595.0,1117.0
1520,591.0,1291.0
1521,592.0,325.0
1522,592.0,377.0
1523,593.0,512.0
1524,592.0,278.0
1525,594.0,111.0
1526,594.0,776.0
1527,598.0,937.0
1528,598.0,1215.0
1529,593.0,82.0
1530,594.0,350.0
1531,600.0,838.0
1532,594.0,21.0
1533,599.0,857.0
1534,602.0,294.0
1535,599.0,714.0
1536,602.0,958.0
1537,604.0,1309.0
1538,605.0,581.0
1539,602.0,669.0
1540,605.0,260.0
1541,599.0,799.0
1542,607.0,875.0
1543,600.0,554.0
1544,602.0,646.0
1545,605.0,697.0
1546,601.0,895.0
1547,600.0,456.0
1548,604.0,1191.0
1549,606.0,318.0
1550,609.0,364.0
1551,607.0,918.0
1552,606.0,1137.0
1553,607.0,419.0
1554,611.0,818.0
1555,609.0,65.0
1556,610.0,387.0
1557,610.0,759.0
1558,609.0,1020.0
1559,609.0,33.0
1560,609.0,443.0
1561,611.0,786.0
1562,610.0,1173.0
1563,614.0,158.0
1564,611.0,1052.0
1565,617.0,1281.0
1566,611.0,342.0
1567,609.0,606.0
1568,617.0,676.0
1569,609.0,1000.0
1570,610.0,1089.0
1571,614.0,185.0
1572,614.0,50.0
1573,613.0,476.0
1574,613.0,1110.0
1575,614.0,1230.0
1576,612.0,83.0
1577,617.0,715.0
1578,614.0,969.0
1579,617.0,1125.0
1580,615.0,1205.0
1581,615.0,102.0
1582,616.0,305.0
1583,617.0,1035.0
1584,618.0,739.0
1585,619.0,545.0
1586,623.0,646.0
1587,619.0,778.0
1588,621.0,989.0
1589,623.0,454.0
1590,622.0,895.0
1591,621.0,1258.0
1592,624.0,617.0
1593,626.0,252.0
1594,629.0,806.0
1595,627.0,1009.0
1596,626.0,1319.0
1597,620.0,126.0
1598,622.0,700.0
1599,626.0,1295.0
1600,623.0,235.0
1601,628.0,337.0
1602,624.0,373.0
1603,628.0,1066.0
1604,624.0,198.0
1605,631.0,319.0
1606,623.0,409.0
1607,627.0,965.0
1608,627.0,80.0
1609,628.0,479.0
1610,629.0,143.0
1611,630.0,354.0
1612,628.0,419.0
1613,628.0,935.0
1614,626.0,1158.0
1615,630.0,1100.0
1616,630.0,1238.0
1617,631.0,48.0
1618,631.0,1122.0
1619,628.0,1206.0
1620,629.0,395.0
1621,626.0,435.0
1622,632.0,167.0
1623,630.0,687.0
1624,634.0,16.0
1625,631.0,1185.0
1626,635.0,706.0
1627,636.0,1080.0
1628,639.0,115.0
1629,639.0,381.0
1630,640.0,444.0
1631,637.0,726.0
1632,639.0,752.0
1633,635.0,882.0
1634,634.0,953.0
1635,633.0,1049.0
1636,636.0,775.0
1637,635.0,214.0
1638,641.0,1220.0
1639,643.0,229.0
1640,636.0,367.0
1641,643.0,465.0
1642,639.0,596.0
1643,647.0,1254.0
1644,643.0,426.0
1645,642.0,1143.0
1646,643.0,669.0
1647,644.0,993.0
1648,643.0,965.0
1649,644.0,1014.0
1650,645.0,83.0
1651,643.0,190.0
1652,654.0,784.0
1653,644.0,1119.0
1654,644.0,1276.0
1655,647.0,145.0
1656,645.0,346.0
1657,652.0,690.0
1658,646.0,1045.0
1659,652.0,255.0
1660,647.0,29.0
1661,650.0,1098.0
1662,651.0,1195.0
1663,649.0,396.0
1664,647.0,633.0
1665,648.0,364.0
1666,653.0,535.0
1667,645.0,1028.0
1668,650.0,883.0
1669,655.0,927.0
1670,652.0,1167.0
1671,650.0,616.0
1672,655.0,710.0
1673,655.0,949.0
1674,652.0,653.0
1675,651.0,844.0
1676,653.0,1310.0
1677,659.0,1122.0
1678,658.0,378.0
1679,656.0,864.0
1680,655.0,326.0
1681,659.0,409.0
1682,654.0,736.0
1683,658.0,904.0
1684,658.0,452.0
1685,660.0,192.0
1686,661.0,350.0
1687,659.0,975.0
1688,659.0,1077.0
1689,657.0,297.0
1690,660.0,751.0
1691,659.0,1022.0
1692,664.0,429.0
1693,666.0,475.0
1694,664.0,1235.0
1695,659.0,40.0
1696,665.0,1277.0
1697,668.0,59.0
1698,665.0,82.0
1699,663.0,162.0
1700,665.0,1044.0
1701,662.0,830.0
1702,663.0,1145.0
1703,668.0,1107.0
1704,672.0,551.0
1705,672.0,626.0
1706,670.0,655.0
1707,670.0,729.0
1708,670.0,803.0
1709,671.0,887.0
1710,667.0,1093.0
1711,669.0,22.0
1712,672.0,234.0
1713,675.0,374.0
1714,672.0,1257.0
1715,668.0,105.0
1716,669.0,258.0
1717,673.0,1021.0
1718,676.0,358.0
1719,678.0,441.0
1720,672.0,951.0
1721,677.0,993.0
1722,677.0,389.0
1723,676.0,680.0
1724,676.0,847.0
1725,679.0,189.0
1726,677.0,763.0
1727,676.0,304.0
1728,681.0,871.0
1729,680.0,36.0
1730,678.0,329.0
1731,678.0,1094.0
1732,676.0,1296.0
1733,682.0,160.0
1734,681.0,412.0
1735,683.0,907.0
1736,680.0,1152.0
1737,681.0,260.0
1738,674.0,515.0
1739,681.0,931.0
1740,683.0,967.0
1741,680.0,1076.0
1742,683.0,1132.0
1743,682.0,570.0
1744,680.0,114.0
1745,681.0,702.0
1746,681.0,1114.0
1747,686.0,1035.0
1748,681.0,129.0
1749,688.0,824.0
1750,689.0,783.0
1751,685.0,1054.0
1752,690.0,642.0
1753,693.0,1275.0
1754,693.0,303.0
1755,690.0,517.0
1756,692.0,744.0
1757,687.0,1014.0
1758,687.0,83.0
1759,691.0,240.0
1760,690.0,718.0
1761,691.0,1237.0
1762,684.0,1318.0
1763,695.0,347.0
1764,698.0,1216.0
1765,692.0,275.0
1766,693.0,453.0
1767,692.0,101.0
1768,695.0,499.0
1769,695.0,1094.0
1770,690.0,1195.0
1771,693.0,222.0
1772,689.0,473.0
1773,697.0,852.0
1774,697.0,582.0
1775,705.0,1111.0
1776,702.0,890.0
1777,701.0,1304.0
1778,701.0,29.0
1779,702.0,320.0
1780,702.0,799.0
1781,701.0,1073.0
1782,699.0,145.0
1783,700.0,175.0
1784,696.0,941.0
1785,702.0,48.0
1786,698.0,189.0
1787,702.0,471.0
1788,701.0,488.0
1789,703.0,538.0
1790,704.0,918.0
1791,701.0,963.0
1792,708.0,120.0
1793,708.0,1126.0
1794,701.0,207.0
1795,709.0,769.0
1796,703.0,1144.0
1797,704.0,870.0
1798,708.0,1012.0
1799,701.0,1041.0
1800,704.0,1266.0
1801,710.0,227.0
1802,711.0,736.0
1803,707.0,637.0
1804,704.0,1250.0
1805,709.0,95.0
1806,714.0,270.0
1807,705.0,692.0
1808,712.0,843.0
1809,711.0,980.0
1810,708.0,250.0
1811,716.0,941.0
1812,710.0,292.0
1813,706.0,403.0
1814,713.0,484.0
1815,716.0,817.0
1816,712.0,1188.0
1817,714.0,193.0
1818,713.0,517.0
1819,717.0,623.0
1820,716.0,713.0
1821,713.0,1043.0
1822,715.0,425.0
1823,716.0,410.0
1824,715.0,64.0
1825,719.0,149.0
1826,714.0,334.0
1827,720.0,348.0
1828,718.0,580.0
1829,722.0,1250.0
1830,719.0,958.0
1831,719.0,1092.0
1832,722.0,465.0
1833,715.0,554.0
1834,719.0,682.0
1835,725.0,863.0
1836,722.0,1149.0
1837,718.0,1276.0
1838,719.0,440.0
1839,720.0,169.0
1840,722.0,374.0
1841,729.0,329.0
1842,726.0,898.0
1843,722.0,998.0
1844,726.0,1211.0
1845,726.0,22.0
1846,724.0,238.0
1847,724.0,1309.0
1848,727.0,47.0
1849,724.0,214.0
1850,731.0,922.0
1851,729.0,129.0
1852,728.0,832.0
1853,725.0,1070.0
1854,730.0,597.0
1855,728.0,664.0
1856,727.0,1040.0
1857,731.0,1285.0
1858,735.0,1101.0
1859,736.0,81.0
1860,737.0,280.0
1861,731.0,546.0
1862,728.0,760.0
1863,734.0,1020.0
1864,736.0,203.0
1865,731.0,261.0
1866,730.0,305.0
1867,735.0,703.0
1868,737.0,182.0
1869,738.0,990.0
1870,731.0,1173.0
1871,738.0,247.0
1872,733.0,397.0
1873,735.0,794.0
1874,736.0,1195.0
1875,736.0,442.0
1876,736.0,685.0
1877,741.0,725.0
1878,735.0,967.0
1879,738.0,1227.0
1880,738.0,500.0
1881,738.0,774.0
1882,738.0,1314.0
1883,744.0,60.0
1884,740.0,142.0
1885,742.0,164.0
1886,739.0,353.0
1887,737.0,418.0
1888,741.0,638.0
1889,740.0,577.0
1890,746.0,653.0
1891,742.0,230.0
1892,740.0,819.0
1893,747.0,1047.0
1894,738.0,1123.0
1895,744.0,312.0
1896,742.0,467.0
1897,740.0,563.0
1898,743.0,743.0
1899,748.0,1074.0
1900,745.0,1248.0
1901,745.0,376.0
1902,747.0,903.0
1903,746.0,25.0
1904,752.0,1273.0
1905,747.0,266.0
1906,750.0,676.0
1907,753.0,1010.0
1908,748.0,1182.0
1909,754.0,1295.0
1910,753.0,413.0
1911,746.0,605.0
1912,752.0,762.0
1913,747.0,41.0
1914,755.0,1317.0
1915,753.0,429.0
1916,756.0,954.0
1917,756.0,509.0
1918,753.0,875.0
1919,755.0,105.0
1920,759.0,156.0
1921,756.0,341.0
1922,757.0,359.0
1923,756.0,452.0
1924,751.0,529.0
1925,757.0,394.0
1926,759.0,581.0
1927,758.0,700.0
1928,753.0,988.0
1929,755.0,1165.0
1930,754.0,854.0
1931,758.0,972.0
1932,755.0,1123.0
1933,757.0,558.0
1934,759.0,1146.0
1935,757.0,1201.0
1936,760.0,196.0
1937,754.0,218.0
1938,754.0,801.0
1939,758.0,825.0
1940,758.0,932.0
1941,761.0,1221.0
1942,757.0,230.0
1943,759.0,259.0
1944,764.0,473.0
1945,762.0,45.0
1946,758.0,242.0
1947,760.0,600.0
1948,760.0,1029.0
1949,759.0,316.0
1950,765.0,993.0
1951,763.0,86.0
1952,765.0,372.0
1953,763.0,843.0
1954,768.0,1258.0
1955,766.0,620.0
1956,760.0,717.0
1957,762.0,67.0
1958,763.0,136.0
1959,763.0,734.0
1960,768.0,669.0
1961,767.0,772.0
1962,765.0,803.0
1963,767.0,1239.0
1964,771.0,755.0
1965,772.0,906.0
1966,767.0,1085.0
1967,770.0,214.0
1968,775.0,785.0
1969,770.0,591.0
1970,769.0,529.0
1971,772.0,811.0
1972,769.0,1182.0
1973,772.0,18.0
1974,781.0,130.0
1975,775.0,1123.0
1976,775.0,236.0
1977,777.0,256.0
1978,773.0,443.0
1979,779.0,109.0
1980,774.0,717.0
1981,774.0,872.0
1982,777.0,71.0
1983,777.0,506.0
1984,781.0,540.0
1985,778.0,317.0
1986,778.0,342.0
1987,774.0,392.0
1988,777.0,686.0
1989,779.0,737.0
1990,785.0,700.0
1991,777.0,1034.0
1992,779.0,43.0
1993,775.0,279.0
1994,777.0,1061.0
1995,786.0,92.0
1996,780.0,177.0
1997,782.0,1141.0
1998,779.0,361.0
1999,783.0,405.0
2000,778.0,418.0
2001,779.0,941.0
2002,781.0,1096.0
2003,786.0,1180.0
2004,782.0,1287.0
2005,792.0,491.0
2006,787.0,582.0
2007,783.0,851.0
2008,780.0,1307.0
2009,783.0,561.0
2010,784.0,809.0
2011,782.0,1012.0
2012,787.0,1160.0
2013,784.0,1227.0
2014,790.0,473.0
2015,794.0,223.0
2016,783.0,643.0
2017,788.0,759.0
2018,786.0,1108.0
2019,788.0,1204.0
2020,789.0,720.0
2021,796.0,390.0
2022,793.0,453.0
2023,789.0,988.0
2024,791.0,273.0
2025,793.0,367.0
2026,786.0,626.0
2027,789.0,923.0
2028,792.0,1254.0
2029,791.0,199.0
2030,791.0,429.0
2031,790.0,874.0
2032,797.0,893.0
2033,795.0,1126.0
2034,797.0,658.0
2035,793.0,963.0
2036,798.0,1053.0
2037,803.0,411.0
2038,792.0,838.0
2039,796.0,1309.0
2040,797.0,70.0
2041,795.0,291.0
2042,799.0,814.0
2043,798.0,941.0
2044,799.0,1024.0
2045,804.0,1236.0
2046,800.0,337.0
2047,800.0,1272.0
2048,800.0,46.0
2049,804.0,608.0
2050,801.0,627.0
2051,801.0,1088.0
2052,806.0,252.0
2053,801.0,754.0
2054,802.0,555.0
2055,803.0,729.0
2056,803.0,1186.0
2057,806.0,776.0
2058,806.0,838.0
2059,809.0,873.0
2060,802.0,1075.0
2061,810.0,435.0
2062,806.0,912.0
2063,806.0,127.0
2064,801.0,150.0
2065,808.0,638.0
2066,810.0,1291.0
2067,808.0,539.0
2068,811.0,296.0
2069,807.0,678.0
2070,810.0,1112.0
2071,812.0,1167.0
2072,809.0,1219.0
2073,809.0,1315.0
2074,812.0,178.0
2075,808.0,509.0
2076,812.0,587.0
2077,810.0,703.0
2078,813.0,373.0
2079,815.0,518.0
2080,813.0,928.0
2081,813.0,1001.0
2082,818.0,1065.0
2083,825.0,111.0
2084,819.0,755.0
2085,820.0,856.0
2086,823.0,148.0
2087,817.0,1197.0
2088,818.0,491.0
2089,819.0,671.0
2090,821.0,568.0
2091,825.0,938.0
2092,821.0,1150.0
2093,824.0,654.0
2094,824.0,725.0
2095,822.0,1221.0
2096,826.0,44.0
2097,816.0,83.0
2098,818.0,1038.0
2099,828.0,1121.0
2100,822.0,473.0
2101,822.0,793.0
2102,820.0,957.0
2103,832.0,1098.0
2104,825.0,836.0
2105,824.0,896.0
2106,825.0,310.0
2107,826.0,583.0
2108,824.0,1254.0
2109,829.0,398.0
2110,827.0,438.0
2111,828.0,339.0
2112,833.0,368.0
2113,831.0,547.0
2114,830.0,688.0
2115,827.0,814.0
2116,832.0,878.0
2117,831.0,970.0
2118,832.0,1283.0
2119,828.0,1021.0
2120,834.0,1166.0
2121,831.0,1238.0
2122,834.0,258.0
2123,838.0,297.0
2124,830.0,1139.0
2125,835.0,520.0
2126,834.0,641.0
2127,836.0,748.0
2128,833.0,989.0
2129,838.0,1042.0
2130,839.0,1083.0
2131,833.0,236.0
2132,835.0,82.0
2133,836.0,211.0
2134,834.0,276.0
2135,843.0,709.0
2136,836.0,1192.0
2137,842.0,166.0
2138,840.0,503.0
2139,840.0,578.0
2140,843.0,1062.0
2141,836.0,1305.0
2142,844.0,319.0
2143,845.0,1220.0
2144,841.0,469.0
2145,840.0,1014.0
2146,840.0,775.0
2147,841.0,604.0
2148,843.0,728.0
2149,850.0,73.0
2150,844.0,140.0
2151,841.0,672.0
2152,844.0,947.0
2153,844.0,189.0
2154,845.0,435.0
2155,848.0,1139.0
2156,846.0,340.0
2157,847.0,962.0
2158,846.0,812.0
2159,842.0,415.0
2160,851.0,1255.0
2161,848.0,845.0
2162,854.0,32.0
2163,855.0,913.0
2164,850.0,1120.0
2165,854.0,420.0
2166,853.0,545.0
2167,849.0,1163.0
2168,855.0,696.0
2169,854.0,47.0
2170,855.0,388.0
2171,855.0,457.0
2172,848.0,638.0
2173,852.0,826.0
2174,853.0,933.0
2175,856.0,999.0
2176,856.0,1314.0
2177,859.0,1180.0
2178,855.0,235.0
2179,856.0,500.0
2180,861.0,578.0
2181,853.0,870.0
2182,856.0,252.0
2183,857.0,657.0
2184,855.0,747.0
2185,857.0,1284.0
2186,858.0,281.0
2187,860.0,786.0
2188,861.0,1025.0
2189,862.0,677.0
2190,858.0,1297.0
2191,866.0,439.0
2192,860.0,623.0
2193,865.0,1151.0
2194,861.0,1201.0
2195,863.0,220.0
2196,866.0,410.0
2197,859.0,1045.0
2198,863.0,153.0
2199,862.0,731.0
2200,862.0,1333.0
2201,863.0,128.0
2202,867.0,197.0
2203,862.0,337.0
2204,867.0,948.0
2205,869.0,967.0
2206,867.0,105.0
2207,868.0,484.0
2208,871.0,814.0
2209,872.0,865.0
2210,868.0,1067.0
2211,873.0,645.0
2212,866.0,1106.0
2213,871.0,1242.0
2214,869.0,1269.0
2215,870.0,19.0
2216,873.0,880.0
2217,870.0,895.0
2218,869.0,61.0
2219,872.0,742.0
2220,872.0,765.0
2221,874.0,1298.0
2222,870.0,354.0
2223,875.0,172.0
2224,873.0,320.0
2225,876.0,464.0
2226,872.0,517.0
2227,872.0,700.0
2228,874.0,1086.0
2229,873.0,247.0
2230,876.0,83.0
2231,874.0,297.0
2232,877.0,723.0
2233,877.0,934.0
2234,876.0,276.0
2235,878.0,833.0
2236,877.0,1010.0
2237,877.0,50.0
2238,873.0,545.0
2239,885.0,377.0
2240,882.0,1033.0
2241,884.0,217.0
2242,882.0,396.0
2243,882.0,1053.0
2244,880.0,669.0
2245,882.0,791.0
2246,886.0,14.0
2247,884.0,356.0
2248,883.0,750.0
2249,886.0,132.0
2250,885.0,622.0
2251,890.0,413.0
2252,888.0,607.0
2253,886.0,1279.0
2254,889.0,111.0
2255,891.0,976.0
2256,890.0,40.0
2257,891.0,500.0
2258,886.0,533.0
2259,888.0,554.0
2260,888.0,874.0
2261,885.0,1192.0
2262,887.0,517.0
2263,892.0,313.0
2264,889.0,483.0
2265,892.0,1114.0
2266,887.0,437.0
2267,895.0,776.0
2268,893.0,340.0
2269,894.0,588.0
2270,891.0,679.0
2271,893.0,808.0
2272,889.0,849.0
2273,893.0,927.0
2274,889.0,990.0
2275,896.0,1300.0
2276,896.0,90.0
2277,894.0,166.0
2278,896.0,280.0
2279,892.0,1244.0
2280,895.0,60.0
2281,893.0,958.0
2282,905.0,238.0
2283,892.0,463.0
2284,898.0,520.0
2285,896.0,713.0
2286,895.0,1010.0
2287,897.0,1221.0
2288,901.0,1058.0
2289,901.0,881.0
2290,898.0,648.0
2291,902.0,756.0
2292,895.0,824.0
2293,898.0,1170.0
2294,903.0,20.0
2295,901.0,738.0
2296,897.0,1151.0
2297,903.0,670.0
2298,899.0,912.0
2299,898.0,1268.0
2300,904.0,392.0
2301,902.0,1087.0
2302,906.0,556.0
2303,910.0,854.0
2304,906.0,940.0
2305,907.0,482.0
2306,902.0,569.0
2307,908.0,631.0
2308,911.0,420.0
2309,909.0,118.0
2310,907.0,307.0
2311,909.0,834.0
2312,907.0,899.0
2313,906.0,1188.0
2314,907.0,819.0
2315,904.0,1021.0
2316,914.0,1153.0
2317,915.0,1249.0
2318,910.0,450.0
2319,909.0,534.0
2320,915.0,613.0
2321,910.0,140.0
2322,912.0,686.0
2323,911.0,703.0
2324,914.0,80.0
2325,914.0,204.0
2326,915.0,727.0
2327,914.0,1029.0
2328,914.0,1106.0
2329,915.0,800.0
2330,916.0,955.0
2331,918.0,38.0
2332,916.0,520.0
2333,917.0,992.0
2334,916.0,1270.0
2335,921.0,282.0
2336,919.0,301.0
2337,918.0,578.0
2338,916.0,780.0
2339,922.0,1133.0
2340,916.0,352.0
2341,919.0,1222.0
2342,921.0,1306.0
2343,917.0,499.0
2344,918.0,166.0
2345,922.0,660.0
2346,921.0,886.0
2347,925.0,767.0
2348,926.0,821.0
2349,928.0,906.0
2350,922.0,1196.0
2351,928.0,248.0
2352,921.0,391.0
2353,924.0,464.0
2354,925.0,637.0
2355,925.0,109.0
2356,925.0,545.0
2357,934.0,876.0
2358,928.0,371.0
2359,927.0,598.0
2360,930.0,726.0
2361,927.0,941.0
2362,927.0,688.0
2363,927.0,1044.0
2364,936.0,506.0
2365,930.0,749.0
2366,935.0,528.0
2367,931.0,856.0
2368,930.0,929.0
2369,938.0,1237.0
2370,937.0,1106.0
2371,933.0,1213.0
2372,936.0,147.0
2373,931.0,1065.0
2374,936.0,1084.0
2375,936.0,473.0
2376,940.0,1022.0
2377,944.0,123.0
2378,936.0,263.0
2379,941.0,387.0
2380,937.0,409.0
2381,938.0,430.0
2382,940.0,555.0
2383,935.0,965.0
2384,934.0,50.0
2385,938.0,71.0
2386,941.0,164.0
2387,937.0,216.0
2388,938.0,671.0
2389,940.0,709.0
2390,941.0,796.0
2391,940.0,190.0
2392,939.0,593.0
2393,939.0,614.0
2394,941.0,921.0
2395,939.0,1175.0
2396,943.0,1128.0
2397,945.0,1295.0
2398,949.0,233.0
2399,943.0,301.0
2400,946.0,1273.0
2401,942.0,282.0
2402,945.0,317.0
2403,943.0,331.0
2404,941.0,649.0
2405,944.0,688.0
2406,945.0,739.0
2407,945.0,633.0
2408,946.0,864.0
2409,949.0,366.0
2410,942.0,583.0
2411,944.0,1201.0
2412,951.0,482.0
2413,947.0,942.0
2414,947.0,1055.0
2415,952.0,508.0
2416,956.0,175.0
2417,946.0,998.0
2418,958.0,49.0
2419,953.0,573.0
2420,953.0,1072.0
2421,947.0,89.0
2422,959.0,969.0
2423,955.0,652.0
2424,953.0,774.0
2425,951.0,901.0
2426,961.0,633.0
2427,958.0,282.0
2428,955.0,348.0
2429,955.0,919.0
2430,955.0,1094.0
2431,964.0,251.0
2432,955.0,596.0
2433,955.0,613.0
2434,959.0,693.0
2435,956.0,207.0
2436,963.0,399.0
2437,954.0,531.0
2438,958.0,840.0
2439,959.0,420.0
2440,960.0,674.0
2441,959.0,815.0
2442,957.0,1158.0
2443,958.0,19.0
2444,958.0,1251.0
2445,963.0,738.0
2446,959.0,867.0
2447,962.0,1179.0
2448,962.0,1202.0
2449,962.0,145.0
2450,961.0,1004.0
2451,964.0,1300.0
2452,961.0,101.0
2453,967.0,713.0
2454,970.0,929.0
2455,967.0,556.0
2456,961.0,1049.0
2457,969.0,1123.0
2458,971.0,521.0
2459,966.0,590.0
2460,968.0,617.0
2461,969.0,952.0
2462,971.0,791.0
2463,968.0,856.0
2464,974.0,1102.0
2465,965.0,444.0
2466,967.0,886.0
2467,968.0,1018.0
2468,967.0,324.0
2469,972.0,84.0
2470,966.0,477.0
2471,971.0,496.0
2472,971.0,777.0
2473,977.0,162.0
2474,969.0,343.0
2475,968.0,1036.0
2476,973.0,109.0
2477,973.0,271.0
2478,968.0,463.0
2479,974.0,1067.0
2480,973.0,1280.0
2481,977.0,201.0
2482,973.0,984.0
2483,975.0,653.0
2484,976.0,40.0
2485,976.0,432.0
2486,978.0,478.0
2487,980.0,608.0
2488,977.0,685.0
2489,979.0,912.0
2490,980.0,1140.0
2491,973.0,1321.0
2492,976.0,298.0
2493,982.0,699.0
2494,982.0,813.0
2495,983.0,871.0
2496,984.0,1170.0
2497,982.0,1307.0
2498,981.0,729.0
2499,984.0,339.0
2500,985.0,535.0
2501,988.0,666.0
2502,982.0,131.0
2503,981.0,577.0
2504,985.0,597.0
2505,985.0,894.0
2506,990.0,462.0
2507,983.0,551.0
2508,988.0,993.0
2509,986.0,1008.0
2510,987.0,1251.0
2511,989.0,63.0
2512,989.0,394.0
2513,990.0,1028.0
2514,992.0,1278.0
2515,991.0,739.0
2516,993.0,35.0
2517,996.0,924.0
