ID,Actin,CD107a,CD11c,CD20,CD21,CD31,CD3e,CD4,CD45,CD45RO,CD68,CD8,DAPI_2,E_CAD,Histone_H3,Ki67,Pan_CK,Podoplanin
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5862068965517241,0.0,0.0,0.0,0.0,0.0
2,0.0,0.7741935483870968,2.3225806451612905,0.3225806451612903,1.6774193548387097,0.0,2.774193548387097,2.4516129032258065,1.8064516129032258,2.806451612903226,2.4193548387096775,2.193548387096774,0.9354838709677419,2.064516129032258,2.064516129032258,3.064516129032258,0.0,3.225806451612903
3,0.0,1.53125,2.0,0.0,1.59375,0.0,2.0,2.25,2.21875,2.375,2.09375,2.46875,0.03125,2.3125,1.5,1.875,0.0,2.40625
4,0.0,0.45,0.025,0.0,0.125,0.0,0.075,0.0,0.125,0.225,0.05,0.25,0.7,0.075,0.2,0.15,0.0,0.25
5,0.0,0.1276595744680851,0.06382978723404255,0.0,0.0,0.0,0.0425531914893617,0.0425531914893617,0.0,0.2127659574468085,0.06382978723404255,0.1702127659574468,0.5106382978723404,0.0425531914893617,0.06382978723404255,0.2127659574468085,0.0,0.1276595744680851
6,0.0,0.21739130434782608,0.1956521739130435,6.760869565217392,0.9782608695652174,0.0,0.1956521739130435,0.10869565217391304,0.6521739130434783,0.17391304347826086,0.10869565217391304,0.21739130434782608,0.391304347826087,0.5434782608695652,0.2391304347826087,0.2608695652173913,0.0,0.2391304347826087
7,0.0,1.2916666666666667,0.8333333333333334,0.0,0.25,0.0,2.9583333333333335,0.5416666666666666,1.4375,0.8541666666666666,0.4583333333333333,0.6875,1.0833333333333333,0.5208333333333334,0.625,0.7916666666666666,0.0,0.8333333333333334
8,0.0,0.2127659574468085,0.1276595744680851,44.87234042553192,0.7872340425531915,0.0,0.2127659574468085,0.0851063829787234,0.2765957446808511,0.10638297872340426,0.19148936170212766,0.1276595744680851,0.8085106382978723,0.5106382978723404,0.2127659574468085,0.10638297872340426,0.0,0.14893617021276595
9,0.0,0.09615384615384616,0.019230769230769232,0.0,0.0,0.0,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.057692307692307696,0.0,0.6923076923076923,0.038461538461538464,0.1346153846153846,0.0,0.0,0.0
10,0.0,0.43478260869565216,0.043478260869565216,22.391304347826086,0.717391304347826,0.0,0.043478260869565216,0.021739130434782608,0.15217391304347827,0.08695652173913043,0.13043478260869565,0.0,0.21739130434782608,0.6739130434782609,0.17391304347826086,0.10869565217391304,0.0,0.13043478260869565
11,0.0,0.28,0.16,0.0,0.14,0.0,0.1,0.2,0.18,0.18,0.16,0.12,0.56,0.32,0.14,0.0,0.0,0.08
12,0.0,1.9215686274509804,1.588235294117647,0.0,0.19607843137254902,0.0,0.09803921568627451,0.2549019607843137,1.0784313725490196,0.058823529411764705,0.39215686274509803,0.0392156862745098,0.4117647058823529,0.0392156862745098,0.13725490196078433,0.11764705882352941,0.0,0.09803921568627451
13,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,1.3714285714285714,0.02857142857142857,0.0,0.0,0.0,0.0
14,0.0,0.8125,0.4791666666666667,0.0,0.22916666666666666,0.0,0.3333333333333333,0.5833333333333334,0.3125,0.4791666666666667,0.6041666666666666,0.4791666666666667,0.6458333333333334,1.0625,0.4166666666666667,0.2916666666666667,0.0,0.5833333333333334
15,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.4666666666666667,0.1,0.03333333333333333,1.1666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667
16,0.0,0.8222222222222222,1.2666666666666666,0.044444444444444446,1.1333333333333333,0.0,1.4222222222222223,1.288888888888889,1.6666666666666667,2.0444444444444443,1.1777777777777778,2.4444444444444446,0.6888888888888889,1.4,1.288888888888889,2.022222222222222,0.0,1.9333333333333333
